,Buy Threshold,Sell Threshold,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-26,2023-06-27,2023-06-28,2023-06-29,2023-06-30,Sum
482,0.16,-0.07,-1.41,-0.23,0.0,-4.04,1.88,-1.94,1.33,0.08,-0.75,1.64,1.22,-0.45,1.83,-0.84
548,0.15,-0.23,-1.41,1.72,0.0,-4.96,-0.6,-1.8,2.41,0.43,0.0,1.99,0.59,-1.07,1.83,-0.87
849,0.09,-0.24,-4.12,1.83,3.93,-4.96,-0.6,-2.1,1.88,-0.58,0.62,2.11,0.59,-1.32,1.85,-0.87
229,0.21,-0.04,-0.9,-0.39,0.0,-0.85,-0.29,0.0,0.0,-0.01,0.0,0.01,0.47,-0.79,1.83,-0.92
230,0.21,-0.05,-0.9,-0.39,0.0,-0.85,-0.29,0.0,0.0,-0.01,0.0,0.01,0.47,-0.79,1.83,-0.92
898,0.08,-0.23,-3.56,1.83,4.0,-4.96,-0.6,-2.35,1.88,-1.06,0.62,2.11,0.59,-1.32,1.85,-0.97
274,0.2,0.01,-0.21,-0.39,0.0,-0.05,-0.29,0.0,0.0,-0.18,0.0,-0.67,-0.52,-0.33,1.64,-1.0
227,0.21,-0.02,-0.24,-0.39,0.0,-0.62,-0.29,0.0,0.0,0.0,0.0,0.01,-0.52,-0.79,1.83,-1.01
175,0.22,0.0,-0.24,-0.39,0.0,-0.62,0.11,0.0,0.0,0.0,0.0,-0.67,-0.52,-0.33,1.64,-1.02
228,0.21,-0.03,-0.24,-0.39,0.0,-0.62,-0.29,0.0,0.0,-0.01,0.0,0.01,-0.52,-0.79,1.83,-1.02
173,0.22,0.02,-0.21,-0.39,0.0,0.51,0.11,0.0,0.0,0.0,0.0,-0.67,-0.52,-0.33,0.47,-1.03
279,0.2,-0.04,-0.9,-0.39,0.0,-0.85,-0.29,0.0,0.0,-0.19,0.0,0.01,0.47,-0.79,1.83,-1.1
280,0.2,-0.05,-0.9,-0.39,0.0,-0.85,-0.29,0.0,0.0,-0.19,0.0,0.01,0.47,-0.79,1.83,-1.1
69,0.24,0.06,0.0,-0.36,0.0,-0.31,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,0.0,0.47,-1.1
131,0.23,-0.06,0.0,-0.3,0.0,-3.23,0.11,0.0,0.0,-0.01,0.0,0.02,1.22,-0.79,1.83,-1.15
549,0.15,-0.24,-1.41,1.72,0.0,-4.96,-0.6,-1.8,2.41,0.11,0.0,1.99,0.59,-1.07,1.83,-1.19
185,0.22,-0.1,-0.9,-0.3,0.0,-3.85,0.11,0.0,0.0,0.26,0.0,1.64,0.59,-0.58,1.83,-1.2
277,0.2,-0.02,-0.24,-0.39,0.0,-0.62,-0.29,0.0,0.0,-0.19,0.0,0.01,-0.52,-0.79,1.83,-1.2
184,0.22,-0.09,-0.9,-0.3,0.0,-3.85,0.11,0.0,0.0,0.26,0.0,1.64,0.59,-0.58,1.83,-1.2
183,0.22,-0.08,-0.9,-0.3,0.0,-3.85,0.11,0.0,0.0,0.26,0.0,1.64,0.59,-0.58,1.83,-1.2
278,0.2,-0.03,-0.24,-0.39,0.0,-0.62,-0.29,0.0,0.0,-0.19,0.0,0.01,-0.52,-0.79,1.83,-1.2
325,0.19,0.0,-0.24,-0.39,0.0,-0.62,-0.29,0.0,0.0,0.18,0.0,-0.67,-0.52,-0.33,1.64,-1.24
126,0.23,-0.01,0.0,-0.39,0.0,-0.62,0.11,0.0,0.0,0.0,0.0,-0.67,-0.52,-0.79,1.64,-1.24
49,0.25,-0.24,0.0,1.63,0.0,-5.31,0.11,0.0,0.0,0.49,0.0,0.0,0.0,0.0,1.83,-1.25
46,0.25,-0.21,0.0,1.63,0.0,-5.31,0.11,0.0,0.0,0.49,0.0,0.0,0.0,0.0,1.83,-1.25
323,0.19,0.02,-0.21,-0.39,0.0,0.51,-0.29,0.0,0.0,0.18,0.0,-0.67,-0.52,-0.33,0.47,-1.25
48,0.25,-0.23,0.0,1.63,0.0,-5.31,0.11,0.0,0.0,0.49,0.0,0.0,0.0,0.0,1.83,-1.25
47,0.25,-0.22,0.0,1.63,0.0,-5.31,0.11,0.0,0.0,0.49,0.0,0.0,0.0,0.0,1.83,-1.25
187,0.22,-0.12,-0.9,-0.3,0.0,-3.91,0.11,0.0,0.0,0.26,0.0,1.64,0.59,-0.58,1.83,-1.26
186,0.22,-0.11,-0.9,-0.3,0.0,-3.91,0.11,0.0,0.0,0.26,0.0,1.64,0.59,-0.58,1.83,-1.26
498,0.16,-0.23,-1.41,1.72,0.0,-4.96,-0.6,-1.8,2.41,0.36,0.0,1.99,0.59,-1.41,1.83,-1.28
15,0.25,0.1,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.07,-0.34,0.0,0.0,-1.29
14,0.25,0.11,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.07,-0.34,0.0,0.0,-1.29
13,0.25,0.12,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.07,-0.34,0.0,0.0,-1.29
11,0.25,0.14,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.07,-0.34,0.0,0.0,-1.29
10,0.25,0.15,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.07,-0.34,0.0,0.0,-1.29
9,0.25,0.16,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.07,-0.34,0.0,0.0,-1.29
8,0.25,0.17,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.07,-0.34,0.0,0.0,-1.29
12,0.25,0.13,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.07,-0.34,0.0,0.0,-1.29
188,0.22,-0.13,-0.9,-0.56,0.0,-3.91,0.11,0.0,0.0,0.26,0.0,1.86,0.59,-0.58,1.83,-1.3
70,0.24,0.05,0.0,-0.39,0.0,-0.31,0.11,0.0,0.0,0.0,0.0,-0.67,-0.52,0.0,0.47,-1.31
71,0.24,0.04,0.0,-0.39,0.0,-0.31,0.11,0.0,0.0,0.0,0.0,-0.67,-0.52,0.0,0.47,-1.31
72,0.24,0.03,0.0,-0.39,0.0,-0.31,0.11,0.0,0.0,0.0,0.0,-0.67,-0.52,0.0,0.47,-1.31
691,0.12,-0.16,-4.12,1.72,-0.55,-3.35,-0.6,-1.41,2.41,0.04,1.21,1.98,0.59,-1.07,1.83,-1.32
18,0.25,0.07,0.0,-0.36,0.0,-0.68,0.11,0.0,0.0,0.0,0.0,-0.07,-0.34,0.0,0.0,-1.34
17,0.25,0.08,0.0,-0.36,0.0,-0.68,0.11,0.0,0.0,0.0,0.0,-0.07,-0.34,0.0,0.0,-1.34
16,0.25,0.09,0.0,-0.36,0.0,-0.68,0.11,0.0,0.0,0.0,0.0,-0.07,-0.34,0.0,0.0,-1.34
848,0.09,-0.23,-4.12,1.83,3.93,-4.96,-0.6,-2.1,1.88,-1.06,0.62,2.11,0.59,-1.32,1.85,-1.35
847,0.09,-0.22,-4.12,1.83,3.93,-4.96,-0.6,-2.1,1.88,-1.06,0.62,2.11,0.59,-1.32,1.85,-1.35
690,0.12,-0.15,-4.12,1.72,-0.55,-3.4,-0.6,-1.41,2.41,0.04,1.21,1.98,0.59,-1.07,1.83,-1.37
233,0.21,-0.08,-0.9,-0.3,0.0,-3.85,-0.07,0.0,0.0,0.26,0.0,1.64,0.59,-0.58,1.83,-1.38
235,0.21,-0.1,-0.9,-0.3,0.0,-3.85,-0.07,0.0,0.0,0.26,0.0,1.64,0.59,-0.58,1.83,-1.38
234,0.21,-0.09,-0.9,-0.3,0.0,-3.85,-0.07,0.0,0.0,0.26,0.0,1.64,0.59,-0.58,1.83,-1.38
225,0.21,0.0,-0.24,-0.39,0.0,-0.62,-0.29,0.0,0.0,0.0,0.0,-0.67,-0.52,-0.33,1.64,-1.42
119,0.23,0.06,0.0,-0.36,0.0,-0.31,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.47,-1.43
223,0.21,0.02,-0.21,-0.39,0.0,0.51,-0.29,0.0,0.0,0.0,0.0,-0.67,-0.52,-0.33,0.47,-1.43
236,0.21,-0.11,-0.9,-0.3,0.0,-3.91,-0.07,0.0,0.0,0.26,0.0,1.64,0.59,-0.58,1.83,-1.44
237,0.21,-0.12,-0.9,-0.3,0.0,-3.91,-0.07,0.0,0.0,0.26,0.0,1.64,0.59,-0.58,1.83,-1.44
632,0.13,-0.07,-0.91,-0.23,-0.47,-4.04,1.88,-1.94,1.33,-0.75,-0.75,1.64,1.51,-0.56,1.83,-1.46
6,0.25,0.19,0.0,-0.19,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.07,-0.69,0.0,0.0,-1.47
2,0.25,0.23,0.0,-0.19,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.07,-0.69,0.0,0.0,-1.47
3,0.25,0.22,0.0,-0.19,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.07,-0.69,0.0,0.0,-1.47
5,0.25,0.2,0.0,-0.19,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.07,-0.69,0.0,0.0,-1.47
4,0.25,0.21,0.0,-0.19,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.07,-0.69,0.0,0.0,-1.47
1,0.25,0.24,0.0,-0.19,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.07,-0.69,0.0,0.0,-1.47
238,0.21,-0.13,-0.9,-0.56,0.0,-3.91,-0.07,0.0,0.0,0.26,0.0,1.86,0.59,-0.58,1.83,-1.48
176,0.22,-0.01,-0.24,-0.39,0.0,-0.62,0.11,0.0,0.0,0.0,0.0,-0.67,-0.52,-0.79,1.64,-1.48
896,0.08,-0.21,-3.42,1.83,3.32,-4.96,-0.6,-2.35,1.88,-1.06,0.62,2.11,0.59,-1.32,1.85,-1.51
532,0.15,-0.07,-1.41,-0.23,0.0,-4.04,1.88,-1.94,1.33,-0.75,-0.75,1.64,1.51,-0.61,1.83,-1.54
335,0.19,-0.1,-0.9,-0.3,0.0,-3.85,-0.07,0.0,0.0,0.08,0.0,1.64,0.59,-0.58,1.83,-1.56
285,0.2,-0.1,-0.9,-0.3,0.0,-3.85,-0.07,0.0,0.0,0.08,0.0,1.64,0.59,-0.58,1.83,-1.56
284,0.2,-0.09,-0.9,-0.3,0.0,-3.85,-0.07,0.0,0.0,0.08,0.0,1.64,0.59,-0.58,1.83,-1.56
283,0.2,-0.08,-0.9,-0.3,0.0,-3.85,-0.07,0.0,0.0,0.08,0.0,1.64,0.59,-0.58,1.83,-1.56
334,0.19,-0.09,-0.9,-0.3,0.0,-3.85,-0.07,0.0,0.0,0.08,0.0,1.64,0.59,-0.58,1.83,-1.56
333,0.19,-0.08,-0.9,-0.3,0.0,-3.85,-0.07,0.0,0.0,0.08,0.0,1.64,0.59,-0.58,1.83,-1.56
0,0.25,0.25,0.0,-0.19,0.0,-0.63,0.0,0.0,0.0,0.0,0.0,-0.07,-0.69,0.0,0.0,-1.58
336,0.19,-0.11,-0.9,-0.3,0.0,-3.91,-0.07,0.0,0.0,0.11,0.0,1.64,0.59,-0.58,1.83,-1.59
287,0.2,-0.12,-0.9,-0.3,0.0,-3.91,-0.07,0.0,0.0,0.11,0.0,1.64,0.59,-0.58,1.83,-1.59
337,0.19,-0.12,-0.9,-0.3,0.0,-3.91,-0.07,0.0,0.0,0.11,0.0,1.64,0.59,-0.58,1.83,-1.59
286,0.2,-0.11,-0.9,-0.3,0.0,-3.91,-0.07,0.0,0.0,0.11,0.0,1.64,0.59,-0.58,1.83,-1.59
275,0.2,0.0,-0.24,-0.39,0.0,-0.62,-0.29,0.0,0.0,-0.18,0.0,-0.67,-0.52,-0.33,1.64,-1.6
499,0.16,-0.24,-1.41,1.72,0.0,-4.96,-0.6,-1.8,2.41,0.04,0.0,1.99,0.59,-1.41,1.83,-1.6
273,0.2,0.02,-0.21,-0.39,0.0,0.51,-0.29,0.0,0.0,-0.18,0.0,-0.67,-0.52,-0.33,0.47,-1.61
288,0.2,-0.13,-0.9,-0.56,0.0,-3.91,-0.07,0.0,0.0,0.11,0.0,1.86,0.59,-0.58,1.83,-1.63
338,0.19,-0.13,-0.9,-0.56,0.0,-3.91,-0.07,0.0,0.0,0.11,0.0,1.86,0.59,-0.58,1.83,-1.63
121,0.23,0.04,0.0,-0.39,0.0,-0.31,0.11,0.0,0.0,0.0,0.0,-0.67,-0.52,-0.33,0.47,-1.64
169,0.22,0.06,-0.21,-0.36,0.0,-0.31,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.47,-1.64
122,0.23,0.03,0.0,-0.39,0.0,-0.31,0.11,0.0,0.0,0.0,0.0,-0.67,-0.52,-0.33,0.47,-1.64
7,0.25,0.18,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.07,-0.69,0.0,0.0,-1.64
120,0.23,0.05,0.0,-0.39,0.0,-0.31,0.11,0.0,0.0,0.0,0.0,-0.67,-0.52,-0.33,0.47,-1.64
326,0.19,-0.01,-0.24,-0.39,0.0,-0.62,-0.29,0.0,0.0,0.18,0.0,-0.67,-0.52,-0.79,1.64,-1.7
441,0.17,-0.16,-1.41,1.63,0.0,-3.35,-0.07,-1.8,0.0,0.34,0.0,1.86,0.59,-1.41,1.83,-1.79
391,0.18,-0.16,-1.41,1.63,0.0,-3.35,-0.07,-1.8,0.0,0.34,0.0,1.86,0.59,-1.41,1.83,-1.79
390,0.18,-0.15,-1.41,1.63,0.0,-3.4,-0.07,-1.8,0.0,0.34,0.0,1.86,0.59,-1.41,1.83,-1.84
440,0.17,-0.15,-1.41,1.63,0.0,-3.4,-0.07,-1.8,0.0,0.34,0.0,1.86,0.59,-1.41,1.83,-1.84
172,0.22,0.03,-0.21,-0.39,0.0,-0.31,0.11,0.0,0.0,0.0,0.0,-0.67,-0.52,-0.33,0.47,-1.85
170,0.22,0.05,-0.21,-0.39,0.0,-0.31,0.11,0.0,0.0,0.0,0.0,-0.67,-0.52,-0.33,0.47,-1.85
171,0.22,0.04,-0.21,-0.39,0.0,-0.31,0.11,0.0,0.0,0.0,0.0,-0.67,-0.52,-0.33,0.47,-1.85
226,0.21,-0.01,-0.24,-0.39,0.0,-0.62,-0.29,0.0,0.0,0.0,0.0,-0.67,-0.52,-0.79,1.64,-1.88
63,0.24,0.12,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,0.0,0.0,-1.89
64,0.24,0.11,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,0.0,0.0,-1.89
61,0.24,0.14,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,0.0,0.0,-1.89
60,0.24,0.15,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,0.0,0.0,-1.89
62,0.24,0.13,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,0.0,0.0,-1.89
59,0.24,0.16,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,0.0,0.0,-1.89
58,0.24,0.17,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,0.0,0.0,-1.89
688,0.12,-0.13,-2.1,0.52,-0.47,-4.1,-0.6,-1.55,2.58,-0.19,1.21,1.98,0.59,-1.6,1.83,-1.9
582,0.14,-0.07,-1.41,-0.23,-0.41,-4.04,1.88,-1.94,1.33,-0.75,-0.75,1.64,1.51,-0.56,1.83,-1.9
68,0.24,0.07,0.0,-0.36,0.0,-0.68,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,0.0,0.0,-1.94
67,0.24,0.08,0.0,-0.36,0.0,-0.68,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,0.0,0.0,-1.94
66,0.24,0.09,0.0,-0.36,0.0,-0.68,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,0.0,0.0,-1.94
65,0.24,0.1,0.0,-0.36,0.0,-0.68,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,0.0,0.0,-1.94
890,0.08,-0.15,-3.42,1.83,2.58,-4.74,-0.6,-2.94,1.88,-0.78,1.21,1.85,0.59,-1.32,1.85,-2.01
319,0.19,0.06,-0.21,-0.36,0.0,-0.31,-0.29,0.0,0.0,0.19,0.0,-0.67,-0.52,-0.33,0.47,-2.03
846,0.09,-0.21,-4.12,1.83,3.25,-4.96,-0.6,-2.1,1.88,-1.06,0.62,2.11,0.59,-1.32,1.85,-2.03
181,0.22,-0.06,-0.9,-0.3,0.0,-3.23,0.11,0.0,0.0,-0.01,0.0,0.02,1.22,-0.79,1.83,-2.05
50,0.24,0.25,0.0,-0.19,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.66,-0.69,0.0,0.0,-2.06
276,0.2,-0.01,-0.24,-0.39,0.0,-0.62,-0.29,0.0,0.0,-0.18,0.0,-0.67,-0.52,-0.79,1.64,-2.06
55,0.24,0.2,0.0,-0.19,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.69,0.0,0.0,-2.07
56,0.24,0.19,0.0,-0.19,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.69,0.0,0.0,-2.07
322,0.19,0.03,-0.21,-0.39,0.0,-0.31,-0.29,0.0,0.0,0.18,0.0,-0.67,-0.52,-0.33,0.47,-2.07
53,0.24,0.22,0.0,-0.19,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.69,0.0,0.0,-2.07
54,0.24,0.21,0.0,-0.19,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.69,0.0,0.0,-2.07
52,0.24,0.23,0.0,-0.19,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.69,0.0,0.0,-2.07
51,0.24,0.24,0.0,-0.19,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.69,0.0,0.0,-2.07
320,0.19,0.05,-0.21,-0.39,0.0,-0.31,-0.29,0.0,0.0,0.18,0.0,-0.67,-0.52,-0.33,0.47,-2.07
321,0.19,0.04,-0.21,-0.39,0.0,-0.31,-0.29,0.0,0.0,0.18,0.0,-0.67,-0.52,-0.33,0.47,-2.07
331,0.19,-0.06,-0.9,-0.3,0.0,-3.23,-0.29,0.0,0.0,0.3,0.0,0.02,1.22,-0.79,1.83,-2.14
484,0.16,-0.09,-1.41,-0.23,0.0,-4.04,0.79,-1.94,2.58,0.08,-0.75,1.64,0.59,-1.34,1.83,-2.2
485,0.16,-0.1,-1.41,-0.23,0.0,-4.04,0.79,-1.94,2.58,0.08,-0.75,1.64,0.59,-1.34,1.83,-2.2
111,0.23,0.14,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.22
110,0.23,0.15,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.22
112,0.23,0.13,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.22
113,0.23,0.12,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.22
114,0.23,0.11,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.22
109,0.23,0.16,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.22
108,0.23,0.17,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.22
219,0.21,0.06,-0.21,-0.36,0.0,-0.31,-0.29,0.0,0.0,0.0,0.0,-0.67,-0.52,-0.33,0.47,-2.22
486,0.16,-0.11,-1.41,-0.23,0.0,-4.1,0.79,-1.94,2.58,0.11,-0.75,1.64,0.59,-1.34,1.83,-2.23
893,0.08,-0.18,-3.42,1.83,3.32,-4.96,-0.6,-2.94,1.88,-0.94,0.62,1.85,0.59,-1.32,1.85,-2.24
57,0.24,0.18,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.69,0.0,0.0,-2.24
220,0.21,0.05,-0.21,-0.39,0.0,-0.31,-0.29,0.0,0.0,0.0,0.0,-0.67,-0.52,-0.33,0.47,-2.25
222,0.21,0.03,-0.21,-0.39,0.0,-0.31,-0.29,0.0,0.0,0.0,0.0,-0.67,-0.52,-0.33,0.47,-2.25
221,0.21,0.04,-0.21,-0.39,0.0,-0.31,-0.29,0.0,0.0,0.0,0.0,-0.67,-0.52,-0.33,0.47,-2.25
117,0.23,0.08,0.0,-0.36,0.0,-0.68,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.27
116,0.23,0.09,0.0,-0.36,0.0,-0.68,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.27
115,0.23,0.1,0.0,-0.36,0.0,-0.68,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.27
118,0.23,0.07,0.0,-0.36,0.0,-0.68,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.27
999,0.06,-0.24,-3.56,1.83,4.0,-4.96,-2.27,-2.35,1.88,-1.11,0.62,2.49,0.3,-1.32,2.17,-2.28
891,0.08,-0.16,-3.42,1.83,2.58,-4.69,-0.6,-2.94,1.88,-1.15,1.21,1.85,0.59,-1.32,1.85,-2.33
894,0.08,-0.19,-3.42,1.83,3.32,-4.96,-0.6,-2.94,1.88,-1.06,0.62,1.85,0.59,-1.32,1.85,-2.36
895,0.08,-0.2,-3.42,1.83,3.32,-4.96,-0.6,-2.94,1.88,-1.06,0.62,1.85,0.59,-1.32,1.85,-2.36
892,0.08,-0.17,-3.42,1.83,2.58,-4.96,-0.6,-2.94,1.88,-0.94,1.21,1.85,0.59,-1.32,1.85,-2.39
269,0.2,0.06,-0.21,-0.36,0.0,-0.31,-0.29,0.0,0.0,-0.18,0.0,-0.67,-0.52,-0.33,0.47,-2.4
163,0.22,0.12,-0.21,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.43
164,0.22,0.11,-0.21,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.43
159,0.22,0.16,-0.21,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.43
160,0.22,0.15,-0.21,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.43
161,0.22,0.14,-0.21,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.43
162,0.22,0.13,-0.21,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.43
270,0.2,0.05,-0.21,-0.39,0.0,-0.31,-0.29,0.0,0.0,-0.18,0.0,-0.67,-0.52,-0.33,0.47,-2.43
158,0.22,0.17,-0.21,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.43
272,0.2,0.03,-0.21,-0.39,0.0,-0.31,-0.29,0.0,0.0,-0.18,0.0,-0.67,-0.52,-0.33,0.47,-2.43
271,0.2,0.04,-0.21,-0.39,0.0,-0.31,-0.29,0.0,0.0,-0.18,0.0,-0.67,-0.52,-0.33,0.47,-2.43
231,0.21,-0.06,-0.9,-0.3,0.0,-3.23,-0.29,0.0,0.0,-0.01,0.0,0.02,1.22,-0.79,1.83,-2.45
168,0.22,0.07,-0.21,-0.36,0.0,-0.68,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.48
166,0.22,0.09,-0.21,-0.36,0.0,-0.68,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.48
165,0.22,0.1,-0.21,-0.36,0.0,-0.68,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.48
167,0.22,0.08,-0.21,-0.36,0.0,-0.68,0.11,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.48
840,0.09,-0.15,-4.12,1.83,2.51,-4.74,-0.6,-2.69,1.88,-0.78,1.21,1.85,0.59,-1.32,1.85,-2.53
107,0.23,0.18,0.0,-0.36,0.0,-0.63,0.11,0.0,0.0,0.0,0.0,-0.67,-0.69,-0.33,0.0,-2.57
1149,0.03,-0.24,-3.58,1.76,3.64,-4.82,-2.27,-2.35,1.34,-0.84,0.62,2.49,0.3,-1.23,2.36,-2.58
696,0.12,-0.21,-4.12,1.72,0.19,-4.96,-0.6,-1.41,2.41,0.06,0.62,2.11,0.59,-1.07,1.83,-2.63
281,0.2,-0.06,-0.9,-0.3,0.0,-3.23,-0.29,0.0,0.0,-0.19,0.0,0.02,1.22,-0.79,1.83,-2.63
997,0.06,-0.22,-3.56,1.83,4.0,-4.96,-2.27,-2.35,1.88,-1.59,0.62,2.49,0.3,-1.32,2.17,-2.76
695,0.12,-0.2,-4.12,1.72,0.19,-4.96,-0.6,-1.41,2.41,0.06,0.62,1.98,0.59,-1.07,1.83,-2.76
694,0.12,-0.19,-4.12,1.72,0.19,-4.96,-0.6,-1.41,2.41,0.06,0.62,1.98,0.59,-1.07,1.83,-2.76
998,0.06,-0.23,-3.56,1.83,4.0,-4.96,-2.27,-2.35,1.88,-1.59,0.62,2.49,0.3,-1.32,2.17,-2.76
843,0.09,-0.18,-4.12,1.83,3.25,-4.96,-0.6,-2.69,1.88,-0.94,0.62,1.85,0.59,-1.32,1.85,-2.76
380,0.18,-0.05,-1.41,-0.41,0.0,-1.45,-0.29,-0.22,0.0,0.17,0.0,0.01,0.47,-1.48,1.83,-2.78
746,0.11,-0.21,-4.12,1.72,0.19,-4.96,-0.6,-1.15,2.0,-1.06,0.62,2.11,0.59,-1.32,3.2,-2.78
693,0.12,-0.18,-4.12,1.72,0.19,-4.96,-0.6,-1.41,2.41,0.04,0.62,1.98,0.59,-1.07,1.83,-2.78
378,0.18,-0.03,-0.75,-0.69,0.0,-1.22,-0.29,0.14,0.0,0.17,0.0,0.01,-0.52,-1.48,1.83,-2.8
1099,0.04,-0.24,-3.58,1.76,3.64,-4.82,-2.27,-2.35,1.34,-1.11,0.62,2.49,0.3,-1.32,2.47,-2.83
316,0.19,0.09,-0.21,-0.36,0.0,-0.68,-0.31,0.0,0.0,0.05,0.0,-0.67,-0.34,-0.33,0.0,-2.85
317,0.19,0.08,-0.21,-0.36,0.0,-0.68,-0.31,0.0,0.0,0.05,0.0,-0.67,-0.34,-0.33,0.0,-2.85
315,0.19,0.1,-0.21,-0.36,0.0,-0.68,-0.31,0.0,0.0,0.05,0.0,-0.67,-0.34,-0.33,0.0,-2.85
318,0.19,0.07,-0.21,-0.36,0.0,-0.68,-0.31,0.0,0.0,0.05,0.0,-0.67,-0.34,-0.33,0.0,-2.85
212,0.21,0.13,-0.21,-0.36,0.0,-0.63,-0.31,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.85
211,0.21,0.14,-0.21,-0.36,0.0,-0.63,-0.31,0.0,0.0,0.0,0.0,-0.67,-0.34,-0.33,0.0,-2.85
